DateTime,AddedIPs,RemovedIPs
1579823527,90,54
1579825451,134,16
1579827369,145,17
1579829298,79,27
1579831281,150,26
1579833136,71,24
1579836022,169,28
1579837935,121,24
1579839885,86,30
1579841789,101,31
1579843692,100,22
1579846574,265,127
1579848499,960,817
1579850424,71,27
1579852328,141,74
1579854258,118,80
1579856170,102,115
1579858120,72,126
1579860197,49,176
1579862197,36,158
1579864129,25,187
1579866041,34,199
1579868213,56,123
1579870099,38,73
1579872059,35,42
1579873958,35,34
1579875879,79,97
1579877819,4629,143
1579879716,3733,95
1579882582,49,108
1579884489,37,189
1579886426,46,136
1579888336,35,165
1579890248,28,113
1579892184,34,125
1579894092,22,105
1579896990,61,147
1579898912,31,115
1579900817,29,121
1579902736,32,135
1579904717,34,133
1579906617,21,99
1579908662,40,101
1579910922,24,123
1579912811,23,139
1579914755,24,105
1579916651,19,108
1579918573,35,107
1579920508,38,85
1579922414,23,118
1579924350,32,120
1579926252,29,82
1579928232,28,109
1579930091,27,96
1579932098,41,166
1579933935,543,163
1579935921,438,946
1579937784,56,110
1579939700,36,124
1579941613,51,123
1579943554,58,89
1579945457,55,49
1579947416,69,50
1579949308,36,38
1579951208,47,28
1579953128,34,47
1579955067,41,31
1579956968,47,37
1579958905,25,40
1579962008,65,103
1579963964,41,3611
1579965865,33,4430
1579967770,40,376
1579970916,78,58
1579972823,41,48
1579974741,47,34
1579976656,43,34
1579978602,34,36
1579980495,41,28
1579982510,56,47
1579984359,35,38
1579986314,30,34
1579988171,67,21
1579990123,36,40
1579992012,31,35
1579993933,38,27
1579995864,29,37
1579997789,36,28
1579999704,41,25
1580001618,38,35
1580003528,28,19
1580005463,36,32
1580007373,48,38
1580009291,881,25
1580012222,72,55
1580014140,46,34
1580016013,35,22
1580017957,43,37
1580019861,31,36
1580021769,40,850
1580023693,28,187
1580026606,59,84
1580028507,44,59
1580030409,43,58
1580032328,42,64
1580034285,138,58
1580036170,37,40
1580038090,872,51
1580041215,2740,69
1580043129,48,43
1580045062,29,30
1580046971,44,42
1580048886,26,30
1580050853,37,53
1580052743,27,40
1580054912,26,39
1580056813,21,43
1580058732,19,46
1580060664,17,50
1580062572,13,60
1580064493,21,41
1580066423,20,37
1580068325,41,48
1580070249,20,40
1580072182,14,33
1580074088,25,59
1580076029,25,50
1580077948,24,32
1580080112,20,38
1580082015,12,27
1580083933,37,32
1580085868,42,39
1580087770,35,41
1580089697,23,29
1580091618,19,36
1580093531,17,40
1580095463,22,883
1580097386,15,49
1580099289,19,41
1580102198,37,72
1580104096,25,38
1580106021,259,34
1580107927,665,42
1580109855,52,26
1580111793,32,38
1580113689,42,33
1580115756,44,49
1580117769,40,45
1580119715,30,107
1580121647,22,39
1580124492,46,830
1580127393,63,2783
1580129539,50,51
1580131454,45,27
1580133390,39,44
1580135292,29,26
1580137267,50,38
1580139151,35,28
1580141092,37,21
1580142972,26,19
1580145027,37,20
1580147067,36,18
1580148976,44,13
1580150890,40,15
1580152828,57,24
1580154726,54,38
1580156652,27,22
1580158588,34,13
1580160488,35,46
1580162472,36,25
1580164331,27,25
1580166282,40,16
1580168167,24,16
1580170116,29,34
1580172029,28,39
1580173935,20,34
1580175865,31,24
1580177778,35,20
1580179723,43,18
1580181619,32,21
1580183535,21,13
1580185470,26,26
1580187375,37,20
1580189295,31,35
1580191414,47,23
1580193382,711,281
1580195328,887,49
1580197220,1475,43
1580199154,1414,31
1580201056,956,42
1580202984,481,51
1580204911,211,30
1580206828,255,26
1580208735,145,22
1580210673,165,25
1580212578,78,44
1580214494,148,37
1580216652,96,52
1580218595,56,54
1580220515,190,29
1580222434,129,45
1580224592,108,37
1580226764,117,41
1580228664,68,23
1580230590,90,31
1580232521,83,36
1580235393,145,53
1580237296,43,43
1580239229,92,58
1580241131,58,50
1580243053,25,26
1580245005,33,31
1580246926,35,32
1580249011,21,32
1580250974,38,31
1580252908,75,36
1580254812,27,21
1580256736,36,25
1580258662,21,27
1580260571,20,25
1580262489,20,33
1580264433,27,25
1580266345,13,43
1580268253,16,27
1580270192,19,669
1580272091,22,26
1580274982,25,59
1580276899,15,35
1580278828,125,336
1580280732,33,36
1580282654,30,35
1580284572,30,84
1580286505,22,153
1580288510,26,259
1580290348,31,183
1580292531,27,253
1580294413,25,183
1580296337,23,144
1580298263,24,105
1580300187,37,128
1580302101,29,125
1580304008,24,39
1580305930,33,94
1580307881,22,279
1580309768,26,130
1580311711,23,202
1580313819,135,236
1580315786,31,183
1580317702,30,286
1580319610,38,358
1580321548,33,344
1580323450,23,406
1580325371,61,446
1580327307,27,101
1580329210,21,365
1580331127,25,89
1580333064,17,259
1580334969,24,25
1580336904,26,40
1580338903,36,890
1580340733,34,166
1580343163,682,721
1580345052,25,324
1580346971,35,162
1580348905,34,82
1580350814,24,76
1580352727,29,51
1580354662,26,42
1580356573,37,25
1580358736,30,31
1580360683,18,19
1580362629,31,20
1580364502,33,18
1580366414,959,148
1580368346,30,23
1580370283,32,46
1580372176,43,43
1580374107,44,25
1580376023,36,32
1580377930,29,33
1580379864,49,39
1580381771,36,40
1580383694,30,50
1580385705,50,76
1580387538,33,56
1580389477,39,57
1580391371,52,32
1580393316,1450,63
1580395215,1478,22
1580397157,38,24
1580399082,59,134
1580400977,90,16
1580402923,116,26
1580404809,57,22
1580406751,124,35
1580408651,78,27
1580410570,69,25
1580412489,56,29
1580414438,66,22
1580416343,67,22
1580418327,52,20
1580420172,41,15
1580422376,51,19
1580424250,43,27
1580426197,41,28
1580428104,47,29
1580430023,38,678
1580431927,42,23
1580433864,35,31
1580435784,52,22
1580437688,24,27
1580440598,62,38
1580442507,28,27
1580444413,28,24
1580446328,29,17
1580448294,24,18
1580450169,41,29
1580452099,612,957
1580454297,364,39
1580456170,64,25
1580458115,56,31
1580460012,83,39
1580461935,46,29
1580463863,58,28
1580465796,67,37
1580467707,60,37
1580469622,47,21
1580471528,45,30
1580473453,48,34
1580475384,41,44
1580477289,37,27
1580479333,42,1367
1580481382,37,1484
1580483316,39,236
1580485228,31,44
1580487154,32,22
1580489056,33,42
1580492447,57,69
1580494345,39,54
1580496317,43,49
1580498444,42,121
1580500328,64,108
1580502255,39,114
1580504182,38,80
1580506093,28,61
1580508983,52,119
1580510896,30,51
1580512824,31,42
1580514731,35,58
1580516653,25,54
1580518584,39,56
1580520489,57,48
1580523400,101,81
1580525298,38,48
1580527213,28,33
1580529144,35,31
1580531067,30,26
1580532974,465,30
1580534894,174,30
1580537012,158,60
1580538985,1179,527
1580541138,3429,666
1580543056,2121,52
1580544987,1633,75
1580546892,1787,87
1580548820,1471,53
1580550731,1242,45
1580552686,989,47
1580554571,982,50
1580556491,441,34
1580559413,523,67
1580561292,371,28
1580563234,349,27
1580565134,370,27
1580567062,303,23
1580568989,323,34
1580570890,227,17
1580573026,188,36
1580574971,205,14
1580576918,174,24
1580578816,146,21
1580580877,235,28
1580582894,192,28
1580584842,138,20
1580586730,148,33
1580588667,123,24
1580590570,142,30
1580592524,162,22
1580595868,260,35
1580597771,135,19
1580599689,107,22
1580601687,96,29
1580603529,119,23
1580605518,96,21
1580607383,133,39
1580609553,127,40
1580611452,123,28
1580613384,107,27
1580615306,134,25
1580617218,109,19
1580619142,162,272
1580621089,192,113
1580623002,117,116
1580624893,131,101
1580626918,121,918
1580628752,39,730
1580630668,29,184
1580632595,29,220
1580634513,41,158
1580636415,33,200
1580638356,32,160
1580640253,47,221
1580642174,38,269
1580644109,44,132
1580646009,30,49
1580647929,31,94
1580649863,36,28
1580651770,159,107
1580653943,337,155
1580656109,592,158
1580658013,209,44
1580659955,46,32
1580661852,33,40
1580664052,43,38
1580665934,146,32
1580667966,1355,35
1580669786,2266,29
1580671688,39,45
1580674826,70,59
1580676741,43,33
1580678657,28,24
1580680610,51,31
1580682494,24,27
1580684555,25,39
1580686570,30,26
1580688510,24,15
1580690411,25,22
1580692357,32,17
1580694253,32,30
1580696176,21,40
1580698112,36,25
1580700013,22,19
1580701932,25,36
1580703875,43,22
1580705771,36,29
1580707693,16,19
1580709778,25,29
1580711771,958,86
1580713951,80,73
1580715852,98,150
1580717775,185,160
1580719712,193,131
1580721623,156,188
1580723531,211,87
1580725464,121,50
1580727371,58,25
1580729292,37,42
1580731353,63,123
1580733384,44,159
1580735302,41,136
1580737212,59,157
1580739176,91,185
1580741052,107,597
1580743473,154,394
1580745374,44,193
1580747295,38,148
1580750176,1316,158
1580752110,36,197
1580754012,35,1090
1580755959,49,3000
1580757873,33,158
1580759773,49,61
1580761692,48,43
1580763775,46,40
1580765827,60,64
1580767708,39,32
1580769614,47,29
1580771541,35,18
1580773481,50,30
1580775618,34,26
1580777543,41,32
1580779482,38,25
1580781471,41,26
1580783351,42,25
1580785420,54,34
1580787498,362,27
1580789422,269,29
1580791471,29,21
1580793376,223,28
1580795312,622,16
1580797227,146,25
1580799147,1084,954
1580801054,1619,65
1580802989,1476,132
1580804891,1277,247
1580807836,1580,305
1580809698,823,306
1580811636,526,139
1580813537,317,144
1580815460,346,83
